Gene.stable.ID	Protein.stable.ID	Transcript.stable.ID	Gene.name	depth
ENSG00000138663	ENSP00000264389	ENST00000264389	COPS4	425
ENSG00000138668	ENSP00000313199	ENST00000313899	HNRNPD	199
ENSG00000138669	ENSP00000264399	ENST00000264399	PRKG2	182
ENSG00000138670	ENSP00000264400	ENST00000264400	RASGEF1B	278
ENSG00000138674	ENSP00000378721	ENST00000395310	SEC31A	403
ENSG00000138675	ENSP00000311697	ENST00000312465	FGF5	227
ENSG00000138678	ENSP00000264409	ENST00000264409	GPAT3	1249
ENSG00000138684	ENSP00000497915	ENST00000648588	IL21	113
ENSG00000138685	ENSP00000494222	ENST00000644866	FGF2	122
ENSG00000138686	ENSP00000264499	ENST00000264499	BBS7	197
ENSG00000138688	ENSP00000505357	ENST00000679879	KIAA1109	301
ENSG00000138696	ENSP00000426617	ENST00000515059	BMPR1B	284
ENSG00000138698	ENSP00000386153	ENST00000408927	RAP1GDS1	312
ENSG00000138709	ENSP00000321997	ENST00000326639	LARP1B	223
ENSG00000138722	ENSP00000264790	ENST00000264790	MMRN1	1075
ENSG00000138735	ENSP00000347046	ENST00000354960	PDE5A	250
ENSG00000138738	ENSP00000264808	ENST00000264808	PRDM5	202
ENSG00000138741	ENSP00000368966	ENST00000379645	TRPC3	861
ENSG00000138744	ENSP00000286733	ENST00000286733	NAAA	424
ENSG00000138750	ENSP00000264883	ENST00000264883	NUP54	194
ENSG00000138755	ENSP00000354901	ENST00000264888	CXCL9	120
ENSG00000138756	ENSP00000424668	ENST00000502613	BMP2K	209
ENSG00000138757	ENSP00000352738	ENST00000359707	G3BP2	479
ENSG00000138758	ENSP00000264893	ENST00000264893	SEPTIN11	130
ENSG00000138759	ENSP00000422834	ENST00000512123	FRAS1	88
ENSG00000138760	ENSP00000264896	ENST00000264896	SCARB2	825
ENSG00000138764	ENSP00000315743	ENST00000316355	CCNG2	263
ENSG00000138767	ENSP00000497467	ENST00000649644	CNOT6L	204
ENSG00000138768	ENSP00000444850	ENST00000514213	USO1	207
ENSG00000138769	ENSP00000306340	ENST00000307465	CDKL2	146
ENSG00000138771	ENSP00000296043	ENST00000296043	SHROOM3	225
ENSG00000138772	ENSP00000264908	ENST00000264908	ANXA3	229
ENSG00000138777	ENSP00000343885	ENST00000341695	PPA2	519
ENSG00000138778	ENSP00000265148	ENST00000265148	CENPE	143
ENSG00000138780	ENSP00000422354	ENST00000515279	GSTCD	212
ENSG00000138785	ENSP00000340737	ENST00000340139	INTS12	207
ENSG00000138792	ENSP00000265162	ENST00000265162	ENPEP	212
ENSG00000138794	ENSP00000265164	ENST00000265164	CASP6	264
ENSG00000138795	ENSP00000265165	ENST00000265165	LEF1	206
ENSG00000138796	ENSP00000312288	ENST00000309522	HADH	176
ENSG00000138798	ENSP00000265171	ENST00000265171	EGF	199
ENSG00000138801	ENSP00000265174	ENST00000265174	PAPSS1	424
ENSG00000138802	ENSP00000265175	ENST00000265175	SEC24B	880
ENSG00000138813	ENSP00000322582	ENST00000326581	C4orf17	85
ENSG00000138814	ENSP00000378323	ENST00000394854	PPP3CA	209
ENSG00000138821	ENSP00000349174	ENST00000356736	SLC39A8	201
ENSG00000138823	ENSP00000265517	ENST00000265517	MTTP	246
ENSG00000138829	ENSP00000262464	ENST00000262464	FBN2	659
ENSG00000138834	ENSP00000481780	ENST00000610761	MAPK8IP3	581
ENSG00000138835	ENSP00000259406	ENST00000350696	RGS3	443
ENSG00000138867	ENSP00000405985	ENST00000435822	GUCD1	208
ENSG00000138892	ENSP00000266182	ENST00000266182	TTLL8	103
ENSG00000138942	ENSP00000320508	ENST00000326132	RNF185	388
ENSG00000138944	ENSP00000370568	ENST00000381176	SHISAL1	218
ENSG00000138964	ENSP00000391583	ENST00000444313	PARVG	617
ENSG00000139044	ENSP00000266383	ENST00000266383	B4GALNT3	811
ENSG00000139053	ENSP00000266395	ENST00000266395	PDE6H	612
ENSG00000139055	ENSP00000266397	ENST00000266397	ERP27	189
ENSG00000139083	ENSP00000379658	ENST00000396373	ETV6	201
ENSG00000139112	ENSP00000266458	ENST00000266458	GABARAPL1	141
ENSG00000139116	ENSP00000354878	ENST00000361418	KIF21A	293
ENSG00000139117	ENSP00000329748	ENST00000331366	CPNE8	200
ENSG00000139131	ENSP00000320658	ENST00000324868	YARS2	208
ENSG00000139132	ENSP00000449273	ENST00000534526	FGD4	278
ENSG00000139133	ENSP00000266483	ENST00000266483	ALG10	209
ENSG00000139144	ENSP00000445381	ENST00000538779	PIK3C2G	176
ENSG00000139146	ENSP00000337477	ENST00000337682	SINHCAF	368
ENSG00000139151	ENSP00000266505	ENST00000266505	PLCZ1	183
ENSG00000139154	ENSP00000266508	ENST00000266508	AEBP2	252
ENSG00000139155	ENSP00000266509	ENST00000266509	SLCO1C1	737
ENSG00000139160	ENSP00000350353	ENST00000357721	ETFBKMT	70
ENSG00000139163	ENSP00000266517	ENST00000266517	ETNK1	883
ENSG00000139168	ENSP00000266529	ENST00000266529	ZCRB1	258
ENSG00000139173	ENSP00000266534	ENST00000266534	TMEM117	210
ENSG00000139174	ENSP00000345064	ENST00000345127	PRICKLE1	258
ENSG00000139178	ENSP00000266542	ENST00000266542	C1RL	82
ENSG00000139180	ENSP00000266544	ENST00000266544	NDUFA9	209
ENSG00000139182	ENSP00000266546	ENST00000266546	CLSTN3	690
ENSG00000139187	ENSP00000349477	ENST00000356986	KLRG1	122
ENSG00000139190	ENSP00000379602	ENST00000396308	VAMP1	119
ENSG00000139192	ENSP00000266556	ENST00000266556	TAPBPL	182
ENSG00000139193	ENSP00000266557	ENST00000266557	CD27	84
ENSG00000139194	ENSP00000266560	ENST00000266560	RBP5	100
ENSG00000139197	ENSP00000502374	ENST00000675855	PEX5	211
ENSG00000139200	ENSP00000443919	ENST00000534837	PIANP	116
ENSG00000139209	ENSP00000266579	ENST00000266579	SLC38A4	204
ENSG00000139211	ENSP00000449034	ENST00000550413	AMIGO2	664
ENSG00000139218	ENSP00000358374	ENST00000369367	SCAF11	614
ENSG00000139219	ENSP00000369889	ENST00000380518	COL2A1	265
ENSG00000139220	ENSP00000450337	ENST00000549396	PPFIA2	501
ENSG00000139223	ENSP00000266594	ENST00000266594	ANP32D	904
ENSG00000139233	ENSP00000266604	ENST00000266604	LLPH	137
ENSG00000139263	ENSP00000326759	ENST00000320743	LRIG3	204
ENSG00000139266	ENSP00000266643	ENST00000266643	MARCHF9	257
ENSG00000139269	ENSP00000266646	ENST00000266646	INHBE	91
ENSG00000139278	ENSP00000266659	ENST00000266659	GLIPR1	130
ENSG00000139287	ENSP00000329093	ENST00000333850	TPH2	946
ENSG00000139289	ENSP00000266671	ENST00000266671	PHLDA1	502
ENSG00000139291	ENSP00000266673	ENST00000266673	TMEM19	202
ENSG00000139292	ENSP00000266674	ENST00000266674	LGR5	193
ENSG00000139304	ENSP00000495607	ENST00000644991	PTPRQ	135
ENSG00000139318	ENSP00000279488	ENST00000279488	DUSP6	214
ENSG00000139323	ENSP00000323302	ENST00000313546	POC1B	154
ENSG00000139324	ENSP00000266712	ENST00000266712	TMTC3	210
ENSG00000139329	ENSP00000266718	ENST00000266718	LUM	260
ENSG00000139330	ENSP00000266719	ENST00000266719	KERA	203
ENSG00000139343	ENSP00000447127	ENST00000552085	SNRPF	35
ENSG00000139344	ENSP00000266736	ENST00000266736	AMDHD1	203
ENSG00000139350	ENSP00000266742	ENST00000266742	NEDD1	101
ENSG00000139351	ENSP00000376655	ENST00000392924	SYCP3	446
ENSG00000139352	ENSP00000266744	ENST00000266744	ASCL1	103
ENSG00000139354	ENSP00000448955	ENST00000547754	GAS2L3	200
ENSG00000139364	ENSP00000507790	ENST00000682704	TMEM132B	127
ENSG00000139370	ENSP00000266771	ENST00000266771	SLC15A4	203
ENSG00000139372	ENSP00000376611	ENST00000392872	TDG	287
ENSG00000139405	ENSP00000449841	ENST00000548278	RITA1	105
ENSG00000139410	ENSP00000385790	ENST00000403593	SDSL	183
ENSG00000139428	ENSP00000445920	ENST00000545712	MMAB	202
ENSG00000139433	ENSP00000315263	ENST00000318348	GLTP	280
ENSG00000139436	ENSP00000347464	ENST00000355312	GIT2	273
ENSG00000139437	ENSP00000384520	ENST00000405876	TCHP	29
ENSG00000139438	ENSP00000443292	ENST00000538780	FAM222A	520
ENSG00000139445	ENSP00000299162	ENST00000299162	FOXN4	219
ENSG00000139496	ENSP00000371155	ENST00000381736	NUP58	217
ENSG00000139505	ENSP00000371221	ENST00000381801	MTMR6	202
ENSG00000139508	ENSP00000266943	ENST00000266943	SLC46A3	699
ENSG00000139514	ENSP00000370128	ENST00000380752	SLC7A1	265
ENSG00000139515	ENSP00000370421	ENST00000381033	PDX1	84
ENSG00000139517	ENSP00000325929	ENST00000316334	LNX2	203
ENSG00000139531	ENSP00000266971	ENST00000266971	SUOX	1
ENSG00000139537	ENSP00000312706	ENST00000320516	CCDC65	360
ENSG00000139540	ENSP00000405360	ENST00000454355	SLC39A5	15
ENSG00000139546	ENSP00000266987	ENST00000266987	TARBP2	10
ENSG00000139547	ENSP00000381206	ENST00000398138	RDH16	296
ENSG00000139549	ENSP00000497483	ENST00000649637	DHH	122
ENSG00000139567	ENSP00000373574	ENST00000388922	ACVRL1	100
ENSG00000139572	ENSP00000267015	ENST00000267015	GPR84	16
ENSG00000139574	ENSP00000267017	ENST00000267017	NPFF	23
ENSG00000139579	ENSP00000267023	ENST00000267023	NABP2	4
ENSG00000139597	ENSP00000369473	ENST00000380130	N4BP2L1	104
ENSG00000139610	ENSP00000293636	ENST00000293636	CELA1	1417
ENSG00000139613	ENSP00000449396	ENST00000550164	SMARCC2	9
ENSG00000139618	ENSP00000369497	ENST00000380152	BRCA2	175
ENSG00000139620	ENSP00000415436	ENST00000420613	KANSL2	205
ENSG00000139624	ENSP00000325485	ENST00000317551	CERS5	1460
ENSG00000139625	ENSP00000449038	ENST00000547488	MAP3K12	4
ENSG00000139626	ENSP00000267082	ENST00000267082	ITGB7	911
ENSG00000139629	ENSP00000348668	ENST00000356317	GALNT6	127
ENSG00000139631	ENSP00000415485	ENST00000444623	CSAD	201
ENSG00000139636	ENSP00000267102	ENST00000267102	LMBR1L	419
ENSG00000139637	ENSP00000267103	ENST00000267103	MYG1	204
ENSG00000139641	ENSP00000377612	ENST00000394048	ESYT1	9
ENSG00000139644	ENSP00000267115	ENST00000267115	TMBIM6	1150
ENSG00000139645	ENSP00000267116	ENST00000267116	ANKRD52	18
ENSG00000139648	ENSP00000267119	ENST00000267119	KRT71	79
ENSG00000139651	ENSP00000409463	ENST00000416904	ZNF740	205
ENSG00000139656	ENSP00000383270	ENST00000400419	SMIM2	30
ENSG00000139668	ENSP00000298125	ENST00000298125	WDFY2	206
ENSG00000139675	ENSP00000350090	ENST00000357495	HNRNPA1L2	521
ENSG00000139679	ENSP00000482660	ENST00000620633	LPAR6	980
ENSG00000139684	ENSP00000367992	ENST00000378720	ESD	247
ENSG00000139687	ENSP00000267163	ENST00000267163	RB1	613
ENSG00000139697	ENSP00000473665	ENST00000602398	SBNO1	215
ENSG00000139714	ENSP00000347486	ENST00000355329	MORN3	187
ENSG00000139718	ENSP00000474253	ENST00000604567	SETD1B	300
ENSG00000139719	ENSP00000267199	ENST00000267199	VPS33A	214
ENSG00000139722	ENSP00000267202	ENST00000267202	VPS37B	800
ENSG00000139725	ENSP00000267205	ENST00000267205	RHOF	241
ENSG00000139726	ENSP00000280557	ENST00000280557	DENR	238
ENSG00000139734	ENSP00000383178	ENST00000400324	DIAPH3	211
ENSG00000139737	ENSP00000400921	ENST00000418532	SLAIN1	583
ENSG00000139746	ENSP00000387531	ENST00000438737	RBM26	408
ENSG00000139767	ENSP00000267260	ENST00000267260	SRRM4	105
ENSG00000139780	ENSP00000267273	ENST00000267273	METTL21C	279
ENSG00000139793	ENSP00000505596	ENST00000679496	MBNL2	900
ENSG00000139797	ENSP00000267291	ENST00000267291	RNF113B	248
ENSG00000139800	ENSP00000267294	ENST00000267294	ZIC5	436
ENSG00000139826	ENSP00000365063	ENST00000375898	ABHD13	196
ENSG00000139832	ENSP00000267328	ENST00000267328	RAB20	217
ENSG00000139835	ENSP00000364580	ENST00000375431	GRTP1	300
ENSG00000139842	ENSP00000364589	ENST00000375440	CUL4A	206
ENSG00000139865	ENSP00000451131	ENST00000553443	TTC6	140
ENSG00000139874	ENSP00000267377	ENST00000267377	SSTR1	156
ENSG00000139880	ENSP00000434821	ENST00000487137	CDH24	252
ENSG00000139890	ENSP00000267396	ENST00000267396	REM2	250
ENSG00000139899	ENSP00000267406	ENST00000267406	CBLN3	90
ENSG00000139908	ENSP00000339179	ENST00000339917	TSSK4	101
ENSG00000139910	ENSP00000438875	ENST00000539517	NOVA1	291
ENSG00000139914	ENSP00000267426	ENST00000267426	FITM1	425
ENSG00000139915	ENSP00000382178	ENST00000399232	MDGA2	299
ENSG00000139921	ENSP00000393316	ENST00000457354	TMX1	218
ENSG00000139926	ENSP00000343899	ENST00000344768	FRMD6	235
ENSG00000139946	ENSP00000267460	ENST00000267460	PELI2	730
ENSG00000139970	ENSP00000267484	ENST00000267484	RTN1	232
ENSG00000139971	ENSP00000267485	ENST00000267485	ARMH4	163
ENSG00000139973	ENSP00000508274	ENST00000683842	SYT16	197
ENSG00000139974	ENSP00000267488	ENST00000267488	SLC38A6	200
ENSG00000139977	ENSP00000452521	ENST00000556492	NAA30	214
ENSG00000139985	ENSP00000474385	ENST00000603540	ADAM21	72
ENSG00000139988	ENSP00000449079	ENST00000551171	RDH12	101
ENSG00000139990	ENSP00000341351	ENST00000341516	DCAF5	919
ENSG00000139998	ENSP00000434103	ENST00000533601	RAB15	264
ENSG00000140006	ENSP00000480112	ENST00000620954	WDR89	178
ENSG00000140009	ENSP00000343925	ENST00000341099	ESR2	273
ENSG00000140015	ENSP00000321427	ENST00000322893	KCNH5	268
ENSG00000140022	ENSP00000498075	ENST00000649389	STON2	156
ENSG00000140025	ENSP00000326267	ENST00000316738	EFCAB11	142
ENSG00000140030	ENSP00000267549	ENST00000267549	GPR65	727
ENSG00000140043	ENSP00000452280	ENST00000555661	PTGR2	205
ENSG00000140044	ENSP00000498745	ENST00000651602	JDP2	276
ENSG00000140057	ENSP00000267584	ENST00000267584	AK7	263
ENSG00000140067	ENSP00000451678	ENST00000556222	FAM181A	223
ENSG00000140090	ENSP00000431840	ENST00000532405	SLC24A4	1400
ENSG00000140092	ENSP00000345008	ENST00000342058	FBLN5	192
ENSG00000140093	ENSP00000261994	ENST00000261994	SERPINA10	257
ENSG00000140104	ENSP00000450114	ENST00000547315	CLBA1	370
ENSG00000140105	ENSP00000376620	ENST00000392882	WARS1	412
ENSG00000140107	ENSP00000354886	ENST00000361529	SLC25A47	204
ENSG00000140153	ENSP00000341037	ENST00000342702	WDR20	483
ENSG00000140157	ENSP00000337618	ENST00000337451	NIPA2	225
ENSG00000140199	ENSP00000346112	ENST00000354181	SLC12A6	179
ENSG00000140254	ENSP00000454084	ENST00000560572	DUOXA1	328
ENSG00000140259	ENSP00000267812	ENST00000267812	MFAP1	209
ENSG00000140262	ENSP00000331057	ENST00000333725	TCF12	315
ENSG00000140263	ENSP00000267814	ENST00000267814	SORD	220
ENSG00000140264	ENSP00000249786	ENST00000249786	SERF2	92
ENSG00000140265	ENSP00000507363	ENST00000684362	ZSCAN29	97
ENSG00000140274	ENSP00000319705	ENST00000323030	DUOXA2	328
ENSG00000140279	ENSP00000373691	ENST00000389039	DUOX2	129
ENSG00000140280	ENSP00000267838	ENST00000267838	LYSMD2	197
ENSG00000140284	ENSP00000267842	ENST00000267842	SLC27A2	122
ENSG00000140285	ENSP00000267843	ENST00000267843	FGF7	203
ENSG00000140287	ENSP00000267845	ENST00000267845	HDC	203
ENSG00000140297	ENSP00000379377	ENST00000396065	GCNT3	332
ENSG00000140299	ENSP00000475320	ENST00000607373	BNIP2	193
ENSG00000140307	ENSP00000379372	ENST00000396060	GTF2A2	272
ENSG00000140319	ENSP00000267884	ENST00000267884	SRP14	268
ENSG00000140320	ENSP00000396976	ENST00000416165	BAHD1	265
ENSG00000140323	ENSP00000267889	ENST00000267889	DISP2	188
ENSG00000140326	ENSP00000348564	ENST00000356231	CDAN1	95
ENSG00000140332	ENSP00000394717	ENST00000451782	TLE3	1439
ENSG00000140350	ENSP00000417864	ENST00000465139	ANP32A	904
ENSG00000140365	ENSP00000267935	ENST00000267935	COMMD4	204
ENSG00000140367	ENSP00000267938	ENST00000267938	UBE2Q2	294
ENSG00000140368	ENSP00000452746	ENST00000558012	PSTPIP1	266
ENSG00000140374	ENSP00000452762	ENST00000557943	ETFA	198
ENSG00000140379	ENSP00000267953	ENST00000267953	BCL2A1	788
ENSG00000140382	ENSP00000336856	ENST00000336216	HMG20A	203
ENSG00000140386	ENSP00000454973	ENST00000563290	SCAPER	213
ENSG00000140391	ENSP00000267970	ENST00000267970	TSPAN3	337
ENSG00000140395	ENSP00000267973	ENST00000267973	WDR61	428
ENSG00000140396	ENSP00000399968	ENST00000452400	NCOA2	748
ENSG00000140398	ENSP00000347170	ENST00000355059	NEIL1	488
ENSG00000140400	ENSP00000267978	ENST00000267978	MAN2C1	1058
ENSG00000140403	ENSP00000378321	ENST00000394852	DNAJA4	235
ENSG00000140406	ENSP00000267984	ENST00000267984	TLNRD1	166
ENSG00000140416	ENSP00000385107	ENST00000403994	TPM1	1359
ENSG00000140443	ENSP00000497069	ENST00000650285	IGF1R	272
ENSG00000140450	ENSP00000268042	ENST00000268042	ARRDC4	147
ENSG00000140451	ENSP00000452792	ENST00000559239	PIF1	197
ENSG00000140455	ENSP00000369681	ENST00000380324	USP3	200
ENSG00000140459	ENSP00000268053	ENST00000268053	CYP11A1	195
ENSG00000140463	ENSP00000268057	ENST00000268057	BBS4	205
ENSG00000140464	ENSP00000268058	ENST00000268058	PML	154
ENSG00000140465	ENSP00000369050	ENST00000379727	CYP1A1	795
ENSG00000140470	ENSP00000268070	ENST00000268070	ADAMTS17	190
ENSG00000140471	ENSP00000318423	ENST00000314742	LINS1	190
ENSG00000140474	ENSP00000400312	ENST00000440863	ULK3	202
ENSG00000140478	ENSP00000391085	ENST00000434739	GOLGA6D	415
ENSG00000140479	ENSP00000482760	ENST00000611716	PCSK6	186
ENSG00000140481	ENSP00000381795	ENST00000398814	CCDC33	163
ENSG00000140488	ENSP00000287202	ENST00000287202	CELF6	475
ENSG00000140497	ENSP00000268099	ENST00000268099	SCAMP2	271
ENSG00000140505	ENSP00000342007	ENST00000343932	CYP1A2	795
ENSG00000140506	ENSP00000310431	ENST00000309664	LMAN1L	88
ENSG00000140511	ENSP00000352606	ENST00000359595	HAPLN3	234
ENSG00000140519	ENSP00000268122	ENST00000268122	RHCG	1010
ENSG00000140521	ENSP00000268124	ENST00000268124	POLG	202
ENSG00000140522	ENSP00000268125	ENST00000268125	RLBP1	132
ENSG00000140525	ENSP00000310842	ENST00000310775	FANCI	199
ENSG00000140526	ENSP00000268129	ENST00000352732	ABHD2	892
ENSG00000140527	ENSP00000268130	ENST00000268130	WDR93	170
ENSG00000140534	ENSP00000268138	ENST00000268138	TICRR	195
ENSG00000140538	ENSP00000377990	ENST00000394480	NTRK3	267
ENSG00000140543	ENSP00000268148	ENST00000268148	DET1	215
ENSG00000140545	ENSP00000268150	ENST00000268150	MFGE8	278
ENSG00000140548	ENSP00000268154	ENST00000268154	ZNF710	255
ENSG00000140553	ENSP00000407487	ENST00000418476	UNC45A	190
ENSG00000140557	ENSP00000268164	ENST00000268164	ST8SIA2	1391
ENSG00000140563	ENSP00000350377	ENST00000357742	MCTP2	266
ENSG00000140564	ENSP00000268171	ENST00000268171	FURIN	277
ENSG00000140575	ENSP00000268182	ENST00000268182	IQGAP1	637
ENSG00000140577	ENSP00000268184	ENST00000268184	CRTC3	725
ENSG00000140598	ENSP00000268206	ENST00000268206	EFL1	232
ENSG00000140600	ENSP00000391372	ENST00000427482	SH3GL3	236
ENSG00000140612	ENSP00000268220	ENST00000268220	SEC11A	378
ENSG00000140623	ENSP00000268231	ENST00000268231	SEPTIN12	186
ENSG00000140632	ENSP00000322716	ENST00000321919	GLYR1	205
ENSG00000140650	ENSP00000268261	ENST00000268261	PMM2	435
ENSG00000140675	ENSP00000327943	ENST00000330498	SLC5A2	184
ENSG00000140678	ENSP00000268296	ENST00000268296	ITGAX	439
ENSG00000140682	ENSP00000378332	ENST00000394863	TGFB1I1	178
ENSG00000140688	ENSP00000317579	ENST00000327237	RUSF1	185
ENSG00000140691	ENSP00000268314	ENST00000268314	ARMC5	185
ENSG00000140694	ENSP00000387911	ENST00000437198	PARN	533
ENSG00000140718	ENSP00000418823	ENST00000471389	FTO	202
ENSG00000140740	ENSP00000268379	ENST00000268379	UQCRC2	238
ENSG00000140743	ENSP00000268383	ENST00000268383	CDR2	534
ENSG00000140749	ENSP00000268389	ENST00000268389	IGSF6	120
ENSG00000140750	ENSP00000289968	ENST00000289968	ARHGAP17	300
ENSG00000140795	ENSP00000378288	ENST00000394809	MYLK3	151
ENSG00000140798	ENSP00000311030	ENST00000311303	ABCC12	211
ENSG00000140807	ENSP00000268459	ENST00000268459	NKD1	393
ENSG00000140829	ENSP00000268482	ENST00000268482	DHX38	206
ENSG00000140830	ENSP00000268483	ENST00000268483	TXNL4B	443
ENSG00000140832	ENSP00000268485	ENST00000268485	MARVELD3	649
ENSG00000140835	ENSP00000441204	ENST00000539698	CHST4	98
ENSG00000140836	ENSP00000268489	ENST00000268489	ZFHX3	298
ENSG00000140839	ENSP00000507367	ENST00000682950	CLEC18B	172
ENSG00000140848	ENSP00000290776	ENST00000290776	CPNE2	210
ENSG00000140853	ENSP00000262510	ENST00000262510	NLRC5	166
ENSG00000140854	ENSP00000368982	ENST00000379661	KATNB1	207
ENSG00000140859	ENSP00000401696	ENST00000445690	KIFC3	384
ENSG00000140873	ENSP00000282849	ENST00000282849	ADAMTS18	210
ENSG00000140876	ENSP00000268533	ENST00000268533	NUDT7	186
ENSG00000140905	ENSP00000319531	ENST00000315467	GCSH	268
ENSG00000140931	ENSP00000455851	ENST00000567572	CMTM3	198
ENSG00000140932	ENSP00000268595	ENST00000268595	CMTM2	80
ENSG00000140937	ENSP00000268603	ENST00000268603	CDH11	438
ENSG00000140939	ENSP00000268605	ENST00000268605	NOL3	89
ENSG00000140941	ENSP00000268607	ENST00000268607	MAP1LC3B	298
ENSG00000140943	ENSP00000344223	ENST00000343411	MBTPS1	202
ENSG00000140945	ENSP00000479395	ENST00000567109	CDH13	306
ENSG00000140948	ENSP00000499622	ENST00000671377	ZCCHC14	458
ENSG00000140950	ENSP00000343635	ENST00000343629	MEAK7	197
ENSG00000140955	ENSP00000325153	ENST00000315906	ADAD2	93
ENSG00000140961	ENSP00000376983	ENST00000393306	OSGIN1	399
ENSG00000140968	ENSP00000268638	ENST00000268638	IRF8	219
ENSG00000140983	ENSP00000321971	ENST00000315082	RHOT2	198
ENSG00000140986	ENSP00000268661	ENST00000268661	RPL3L	527
ENSG00000140987	ENSP00000380061	ENST00000396852	ZSCAN32	407
ENSG00000140988	ENSP00000341885	ENST00000343262	RPS2	520
ENSG00000140990	ENSP00000268668	ENST00000268668	NDUFB10	212
ENSG00000140992	ENSP00000344220	ENST00000342085	PDPK1	243
ENSG00000140993	ENSP00000380071	ENST00000396862	TIGD7	60
ENSG00000140995	ENSP00000458019	ENST00000563594	DEF8	196
ENSG00000141002	ENSP00000263346	ENST00000263346	TCF25	197
ENSG00000141012	ENSP00000268695	ENST00000268695	GALNS	206
ENSG00000141013	ENSP00000268699	ENST00000268699	GAS8	264
ENSG00000141026	ENSP00000268711	ENST00000268711	MED9	204
ENSG00000141027	ENSP00000268712	ENST00000268712	NCOR1	236
ENSG00000141030	ENSP00000268717	ENST00000268717	COPS3	422
ENSG00000141034	ENSP00000268719	ENST00000268719	GID4	259
ENSG00000141040	ENSP00000379169	ENST00000395825	ZNF287	88
ENSG00000141052	ENSP00000401678	ENST00000425538	MYOCD	835
ENSG00000141068	ENSP00000494552	ENST00000644974	KSR1	272
ENSG00000141076	ENSP00000327179	ENST00000314423	UTP4	428
ENSG00000141084	ENSP00000316589	ENST00000317506	RANBP10	216
ENSG00000141086	ENSP00000458537	ENST00000574481	CTRL	283
ENSG00000141096	ENSP00000268793	ENST00000268793	DPEP3	87
ENSG00000141098	ENSP00000268797	ENST00000268797	GFOD2	219
ENSG00000141101	ENSP00000268802	ENST00000268802	NOB1	197
ENSG00000141127	ENSP00000268835	ENST00000268835	PRPSAP2	1066
ENSG00000141161	ENSP00000378071	ENST00000394570	UNC45B	210
ENSG00000141179	ENSP00000268896	ENST00000268896	PCTP	211
ENSG00000141194	ENSP00000365451	ENST00000268912	OR4D1	237
ENSG00000141198	ENSP00000460823	ENST00000575882	TOM1L1	137
ENSG00000141200	ENSP00000268919	ENST00000268919	KIF2B	70
ENSG00000141219	ENSP00000440551	ENST00000535032	C17orf80	90
ENSG00000141232	ENSP00000427695	ENST00000499247	TOB1	454
ENSG00000141252	ENSP00000401435	ENST00000437048	VPS53	220
ENSG00000141255	ENSP00000460187	ENST00000572969	SPATA22	188
ENSG00000141258	ENSP00000268989	ENST00000268989	SGSM2	191
ENSG00000141279	ENSP00000320324	ENST00000322157	NPEPPS	225
ENSG00000141293	ENSP00000338171	ENST00000336915	SKAP1	396
ENSG00000141294	ENSP00000269025	ENST00000269025	LRRC46	113
ENSG00000141295	ENSP00000290216	ENST00000290216	SCRN2	534
ENSG00000141298	ENSP00000444743	ENST00000540801	SSH2	266
ENSG00000141314	ENSP00000269051	ENST00000269051	RHBDL3	199
ENSG00000141316	ENSP00000269053	ENST00000269053	SPACA3	110
ENSG00000141337	ENSP00000480910	ENST00000621439	ARSG	200
ENSG00000141338	ENSP00000467271	ENST00000586539	ABCA8	78
ENSG00000141349	ENSP00000269097	ENST00000269097	G6PC3	685
ENSG00000141367	ENSP00000269122	ENST00000269122	CLTC	629
ENSG00000141371	ENSP00000269127	ENST00000269127	C17orf64	113
ENSG00000141376	ENSP00000385323	ENST00000407086	BCAS3	210
ENSG00000141378	ENSP00000376758	ENST00000393038	PTRH2	209
ENSG00000141380	ENSP00000414516	ENST00000415083	SS18	217
ENSG00000141384	ENSP00000269142	ENST00000269142	TAF4B	597
ENSG00000141385	ENSP00000269143	ENST00000269143	AFG3L2	192
ENSG00000141391	ENSP00000404700	ENST00000440960	PRELID3A	999
ENSG00000141401	ENSP00000269159	ENST00000269159	IMPA2	158
ENSG00000141404	ENSP00000334051	ENST00000334049	GNAL	308
ENSG00000141424	ENSP00000269187	ENST00000269187	SLC39A6	220
ENSG00000141425	ENSP00000381984	ENST00000399022	RPRD1A	698
ENSG00000141428	ENSP00000465517	ENST00000592875	C18orf21	199
ENSG00000141429	ENSP00000269195	ENST00000269195	GALNT1	251
ENSG00000141431	ENSP00000269197	ENST00000269197	ASXL3	568
ENSG00000141433	ENSP00000411658	ENST00000450565	ADCYAP1	654
ENSG00000141434	ENSP00000269202	ENST00000269202	MEP1B	639
ENSG00000141437	ENSP00000372612	ENST00000269205	SLC25A52	10
ENSG00000141441	ENSP00000269209	ENST00000269209	GAREM1	397
ENSG00000141446	ENSP00000269214	ENST00000269214	ESCO1	204
ENSG00000141447	ENSP00000320291	ENST00000319481	OSBPL1A	305
ENSG00000141448	ENSP00000269216	ENST00000269216	GATA6	182
ENSG00000141449	ENSP00000412060	ENST00000424526	GREB1L	408
ENSG00000141452	ENSP00000269221	ENST00000269221	RMC1	210
ENSG00000141456	ENSP00000460300	ENST00000572293	PELP1	110
ENSG00000141458	ENSP00000269228	ENST00000269228	NPC1	210
ENSG00000141469	ENSP00000318546	ENST00000321925	SLC14A1	415
ENSG00000141480	ENSP00000269260	ENST00000269260	ARRB2	963
